ITEM_DESCRIPTION,RETAIL_SALES
LUIGI BOSCA RES CHARD         331905 - 750ML,0.8
JAMESON LIMITED EDITION BOTTLE - 750ML,0.8
LANDER JENKINS P/NOIR - 750ML,0.8
PIZZOLATO MOSCATO DOLCE - 750ML,0.8
BODEGAS RIOJANAS VINA ALBINA 08 RESA - 750ML,0.8
HENRY FESSY POU/FUI SOUS LA ROCHE - 750ML,0.8
BLACKSTONE RED - 750ML,0.8
BELMONDO P/GRIG - 750ML,0.8
SCARLET IBIS TRINADAD RUM - 750ML,0.8
DOM BELLEVUE CHARD - 750ML,0.8
ROGUE CHOCOLATE STOUT NR - 22OZ,0.8
PINNACLE VODKA WHIPPED KEY LIME - 1L,0.8
RED DIAMOND CHARD - 750ML,0.8
THE BRUERY OUDE TART NR - 25.4OZ,0.8
ARMENIA POMEGRANATE SEMI SWEET - 750ML,0.8
SAN ELIAS CAB - 750ML,0.8
LUGANA ZENI - 750ML,0.8
SOLOMON ISLAND KIWI PEAR S/BLC - 750ML,0.8
PITAGORA PREMIUM RED BLEND  - 750ML,0.8
TOSCOLO CHIANTI CLAS - 750ML,0.8
CARN HILLS P/NOIR 13 - 750ML,0.8
OLIANAS CANNONAU DI SARDEGNA - 750ML,0.8
CAPTAIN MORGAN BLACK SPICED RUM 94.6 - 1L,0.8
CANADIAN MIST WHISKEY - 1L,0.8
MAISON GUYOT CUVEE GREGOIRE GUYOT - 750ML,0.8
ED HARDY MOSCATO - 750ML,0.8
GALERIE RIES 14 - 750ML,0.8
MADISON RIDGE SHZ - 750ML,0.8
GUIMARO MENCIA - 750ML,0.8
KALTERN K ROSSO - 750ML,0.8
MANGRIA BROSE WINE COCKTAIL - 750ML,0.8
VIGNAIOLI MORELLINO SCANSANO SARAGIOLO ROSSO,0.8099999999999999
N X NW CAB - 750ML,0.8099999999999999
CUPIDS KISS MOSCATO WHITE - 750ML,0.8099999999999999
10 SPAN CC CAB - 750ML,0.8099999999999999
LOUIS BERNARD CDL RED - 750ML,0.8099999999999999
TRINITAS ZIN - 750ML,0.8099999999999999
TROIS PISTOLES 12/25.4OZ NR - 25.4OZ,0.8099999999999999
ZD CARNEROS P/NOIR - 750ML,0.8099999999999999
ROCCA MORELINO DI SCANSANO - 750ML,0.8099999999999999
PASCUAL TOSO BARRANCAS TOSO RED BLEND 750ML,0.8099999999999999
CORTENOVA PRIMITIVO - 750ML,0.8099999999999999
VALDURO RES - 750ML,0.81
UPPERCUT CAL S/BLC - 750ML,0.81
MOREJONA VERDEJO - 750ML,0.81
JERMANN CHARD - 750ML,0.81
TARDENCUBA ROBLE 12 - 750ML,0.81
SOPHIE TE'BLANCHE S/BLC - 750ML,0.81
ALAIA MARISA - 750ML,0.81
ST CLEMENT MER - 750ML,0.81
MONTINORE EST W/V RED CAP P/NOIR - 750ML,0.81
NINKASI TRICERAHOPS 22.0Z,0.81
SCHUG SONOMA CAB/SAUV - 750ML,0.81
LANGE TWINS CAB - 750ML,0.81
PORTAS DA HERDADE RESA - 750ML,0.81
LINDEMANS CASSIS NR - 25.4OZ,0.81
MIGUEL TORRES STA DIGNA CAB/RSE - 750ML,0.81
AMALAYA WHITE - 750ML,0.81
RAVENS OLD VINE ZIN ZEN OF ZIN - 750ML,0.81
FINLANDIA VODKA - LIME - 750ML,0.81
PIGGY BANK GREN - 750ML,0.81
PLUNGERHEAD LODI ZIN 12 - 750ML,0.81
TESTA MONTPUL - 750ML,0.81
REX GOLIATH RED SANGRIA - 750ML,0.81
DOM BARON BLC - 750ML,0.81
ARAK GANTOUS & ABOURAAD - 750ML,0.81
STORYPOINT P/NOIR - 750ML,0.81
HAYES RANCH CAB - 750ML,0.81
FLEUR DE LYETH CAB/MAL/MER - 750ML,0.81
DARNAT MEUR - 750ML,0.81
DOM STOEFFLER RIES - 750ML,0.81
ARMONIA MAL - 750ML,0.81
THREE THEIVES BANDIT P/GRIG - 1L,0.81
DOM LAFAGE COTE EST - 750ML,0.81
RUBUS CHARD - 750ML,0.81
DOM DE GOURNIER GREN/NOIR - 750ML,0.81
BAIRRADA FREI JOAO - 750ML,0.81
WILD HOG EST ZIN - 750ML,0.81
BEARS' LAIR CHARD - 750ML,0.81
BODEGA MALMA P15 CAB - 750ML,0.81
CANELLA PROSECCO DI CONGELIANO - 750ML,0.81
CARLO & SYLVIA MOSCATO D'ASTI - 750ML,0.81
CAVES DE LUGNY LA COTE BLANCHE - 750ML,0.81
TIERRA BRISA MALBEC - 750ML,0.82
FIREFLY SWEET TEA PEACH VODKA - 750ML,0.82
MT EDEN WOLFF CHARD - 750ML,0.82
VAMPIRE RED BLEND - 750ML,0.82
BODEGAS MUGA RES - 750ML,0.82
TORTOISE CREEK ZIN - 750ML,0.82
SANDPIPER RESERVE MALBEC - 750ML,0.82
SBRAGIA ANDOLSEN DRY CRK CAB - 750ML,0.82
WORTHY SOPHIA'S CUVEE 10 - 750ML,0.82
BEAR REPUBLIC RED ROCKET NR - 22OZ,0.82
CH FOURCAS HOSTEN LISTRAC '10 - 750ML,0.82
ECHO BAY S/BLC - 750ML,0.82
LA JARA ORGANIC PROSECCO - 750ML,0.82
DOM JEAN PLA LE RENARD 12 - 750ML,0.82
CEDAR BROOK P/NOIR - 750ML,0.8200000000000001
P PERRY P/NOIR RR - 750ML,0.8200000000000001
CARLOS SERRES CRIANZA - 750ML,0.8200000000000001
IXSIR GRD RES WHITE - 750ML,0.8200000000000001
PELLEGRINI ZINFANDEL - 750ML,0.8200000000000001
OXFORD LANDING MER - 750ML,0.8200000000000001
PINNACLE BLACKBERRY VODKA - 750ML,0.8200000000000001
CLOS RENE ' 15 - 750ML,0.8200000000000001
BOUVET BRUT - 750ML,0.8200000000000001
ANDER BRUNEL CDR WHITE - 750ML,0.8200000000000001
PAPAPIETRO PERRY RR P/NOIR - 750ML,0.8200000000000001
BRANCOTT MARL P/NOIR - 750ML,0.8200000000000001
LUIGI EINAUDI BAROLO - 750ML,0.8200000000000001
DE MORGENZON CHARD DMZ - 750ML,0.8200000000000001
PODERE CANNETA FIORE ROSSO - 750ML,0.8200000000000001
CHADDSFORD PROPRIETORS RED - 750ML,0.8200000000000001
PUIG PARAHY CD ROUSSILAN GEORGES - 750ML,0.8200000000000001
DR FRANKS RKATSITELI - 750ML,0.8200000000000001
CHIMAY CING CENTS WH CAP 4/6NR - 11.2OZ,0.8200000000000001
JACOBS CREEK COONAWARRA RES CAB 10 - 750ML,0.8200000000000001
CICONIA SWEET RED - 750ML,0.8200000000000001
EL DON CHARD - 750ML,0.8200000000000001
BARON DE LUZE S/BLC - 750ML,0.8200000000000001
SAND POINT CHARD - 750ML,0.8200000000000001
VILLA ANNA PINOT GRIGIO - 750ML,0.8200000000000001
VINCENT GIRARDIN CHASS MONT - 750ML,0.83
DOM MILLET COLOMBARDI VGNI BLC - 750ML,0.83
SHILOH MOSAIC - 750ML,0.83
GAVALA VIN SANTO - 750ML,0.83
DEKUYPER BURST CACTUS JUICE - 1L,0.83
CAVALIERE VERNACCIA DI SAN GIMIGNANO 15 - 750ML,0.83
CASAS DEL TOUQUI CHARD 11 - 750ML,0.83
KAVAKLIDERE ANGORA WHITE - 750ML,0.83
BEAU JOIE ROSE - 750ML,0.83
GIFFARD ABRICOL DU ROUSSILON - 750ML,0.8300000000000001
CARA VIVA NANDOS BRANCO - 750ML,0.8300000000000001
CANDONI MER - 750ML,0.8300000000000001
PLANETA CERASUOLO DI VITTORIA 13 - 750ML,0.84
SAM ADAMS NITRO WHITE ALE  6/4 16OZ CAN,0.84
DEKUYPER LUSCIOUS PEACHTREE - 375ML,0.84
ELK RUN SPARK WINE - 750ML,0.84
JACK DANIELS HERITAGE COLLECTION 100P- 750ML,0.84
KEDEM MATUK KAL - 1.5L,0.8400000000000001
DOM DE NOLYS EICELENCI CDP WHITE - 750ML,0.8400000000000001
CAPTAIN LAWRENCE SEEKING ALPHA - 6/4 12.OZ,0.8400000000000001
TAVERNELLO P/GRIG - 1.5L,0.8400000000000001
CH BOTINIERE MUSCADET SUR LIE - 750ML,0.8400000000000001
CH GEYSAC MEDOC - 375ML,0.8400000000000001
CASTELINHO DOURO VINHO TINTO RED - 750ML,0.8400000000000001
JACKSON EST CHARD CAMELOT HIGHLANDS - 750ML,0.8400000000000001
KRU 82 VODKA - 1.75L,0.8400000000000001
VOLI VODKA RASPBERRY COCOA - 750ML,0.8400000000000001
LAURENT PERRIER CHAMP - 750ML,0.8400000000000001
VAN GOGH VODKA - BLUE - 1L,0.8400000000000001
AVISSI PROSECCO - 750ML,0.8400000000000001
BACARDI CLASSIC PINA COLADA - 1.75L,0.8400000000000001
LARRESSINGLE XO ARMAGNAC - 750ML,0.8400000000000001
XANTE PEAR COGNAC - 750ML,0.8400000000000001
BERINGER BANCROFT RANCH N/V MER - 750ML,0.8400000000000001
MIDLETON IRISH WHISKEY - 750ML,0.85
SANTA MARVISTA RES CAB - 1.5L,0.85
PORT CITY DERECHO LAGER 6/4 16OZ CANS,0.85
1800 SILVER TEQUILA - W/SHOT GLASS - 750ML,0.85
DC BRAU CONTINUING RESOLUTION HAZY 6/4 16OZ CANS,0.85
DAVID BYNUM JANES VYDS P/NOIR - 750ML,0.85
JAGERMEISTER TAILGATE VAP 750ML,0.85
JOHNNIE WALKER BLUE CITIES DC - 750ML,0.85
CLES DES DUCS XO ARMAGNAC - 750ML,0.85
WILD TURKEY DIAMOND ANNIVERSARY - 750ML,0.85
ALLAGASH TRUEPENNY PILSNER 6/4 NR,0.8500000000000001
LEO PREM MALBEC - L10 - 750ML,0.8500000000000001
LA TRAPPE DUBBEL NR - 750ML,0.8500000000000001
AQUARIVA REPOSADO - 750ML,0.8500000000000001
FAIVELY MERCURY MYLANDS CRU    31653 - 750ML,0.8500000000000001
BRINLEY'S SHIPWRECK WHITE RUM 750 ML,0.8500000000000001
JOSH CELLARS CAB  - 1.5L,0.8500000000000001
SAO PEDRO 10YR - 750ML,0.8500000000000001
JP CHENET CAB/SYR - 1.5L,0.8500000000000001
FAMILIA DEICAS TANNAT DESSERT - 500ML,0.8500000000000001
CASAL GARCIA VIN VERDE GIFT - 750ML,0.8500000000000001
PALLINI LIMONCELLO W/GLASSES - 750ML,0.8500000000000001
CH LASSEGUE ST EMILION GR CRU 05/09/10 - 750ML,0.8500000000000001
PAUL JOHN WHISKEY EDITED - 750ML,0.8500000000000001
SPRING VALLEY RED BLEND URIAH - 750ML,0.8500000000000001
FIRESTONE ADVERSUS 6/4 CN 16OZ,0.8500000000000001
KNOB CREEK W/GIFT - 750ML,0.8500000000000001
DINGLE GIN - 750ML,0.8500000000000001
CESARI AMARONE DELLA VAL CLASS - 750ML,0.8500000000000001
TIMMERMANS PUMPKIN LAMBIC NR 6/CS - 750ML,0.8500000000000001
FEW SPIRITS COLD CUT WHISKEY - 750ML,0.8500000000000001
3 STARS BW RYE 6/4 16OZ CANS,0.8500000000000001
RAINHA SANTA 20YR OLD TAWNY PORT - 750ML,0.8500000000000001
TESTA P/GRIG - 1.5L,0.8500000000000001
NAKED GRAPE MERLOT - BIB  - 3L,0.8500000000000001
GULDEN DRAAK DARK NR - 6/25.4OZ,0.8500000000000001
PIERRE FERRAND SEL DES ANGES 30YR - 750ML,0.8500000000000001
LE XI TERRE AMARONE CL - 750ML,0.8500000000000001
PAULANER HEFEWEIZEN 6/4 16OZ CANS,0.8500000000000001
CORSAIR WRY MOON UNAGED - 750ML,0.8500000000000001
HINE ANTIQUE - 750ML,0.8500000000000001
COLLOSORBO BRUN-MONTAL 12 - 750ML,0.8500000000000001
CLOWN SHOES AMERICAN MONASTIC - 6/4 12.0Z NR,0.8500000000000001
PAUL JOHN WHISKEY CASK CLASSIC - 750ML,0.8500000000000001
DELLA SCALA P/GRIG - 1.5L,0.8500000000000001
DUMANTE HANDCRAFTED ESPRESSO LIQUEUR -,0.8500000000000001
JANSZ BRUT RSE CUV - 750ML,0.8500000000000001
ENIGMA SILVERMYN ARGENTUM - 750ML,0.8500000000000001
VSE MALB 14 - 1.5L,0.8500000000000001
VICTORY CLOUD WALKER HAZY IPA 6/4 16OZ CANS,0.8500000000000001
BERAN NAPA ZIN - 750ML,0.8500000000000001
KINKY BLUE LIQUEUR - 750ML,0.8500000000000001
VIZCAYA BLACK RUM - 750ML,0.8500000000000001
BOLS NATURAL YOGHURT LIQUEUR  - 750ML,0.8500000000000001
BITTER TRUTH GOLDEN FALERNUM -750ML,0.8500000000000001
PEAK ORGANIC VARIETY PK 2/12 NR - 12OZ,0.86
ARGIOLAS TURRIGA - 750ML,0.8600000000000001
MCEWANS SCOTCH ALE 4/6NR - 12OZ,0.87
NEW PLANET SECLUSION IPA 4/6 CANS,0.87
ANDERSON PINCHY JEEK BOURBON BARREL - 22.0Z,0.8799999999999999
HOLLY NOG ORIGINAL - 750ML,0.88
CASAS DEL BOSQUE RES S/BLC - 750ML,0.88
CASAL GARCIA VINHO TINTO - 750ML,0.88
CALERA CENTRAL COAST CHARD - 750ML,0.88
COURVOISIER AVANT-GARDE BOURB CASK ED - 750ML,0.88
LONE BIRCH RED BLEND 15 - 750ML,0.88
MATAKANA EST NEW ZEALAND P/GRIS - 750ML,0.88
LE PETIT JAMMES CAHORS RED 13 - 750ML,0.88
STOLICHNAYA VODKA - PEACHIK - 1L,0.88
AU CONTRAIRE P/GRIS - 750ML,0.88
YAMAZAKI S/M 12YR (HAL) - 750ML,0.88
MARGARITAVILLE TROPICAL TANGER - 750ML,0.88
SHADOW CHASER GRENACHE - 750ML,0.88
PSAGOT CHARD - 750ML,0.88
MONTE TONDO SOAVE CLASS - 750ML,0.88
SEVEN SISTERS MOSCATO YOLANDA - 750ML,0.88
NAUDIN FERRAND BOURG ALIGOTE - 750ML,0.88
COPPOLA DIRECTORS CINEMA RED BLEND  - 750ML,0.88
HACIENDA DEL PLATA ZAGAL CAB 12 - 750ML,0.88
VALL DE XALO MOSCATEL 12/CS - 500ML,0.88
CIELO MER - 750ML,0.88
VERY PEACH ROSE 750ML,0.88
MICHEL TORINO D/D TORR RES - 750ML,0.88
CH GAILLARD TOUR S/BLC - 750ML,0.88
SMIRNOFF BLOODY MARY MIX - 32OZ,0.88
PATRON ANEJO BARREL SELECT - 95,0.88
DOM DE LA BRUNE CDL - 750ML,0.8800000000000001
ROGUE FARMS 7 HOP 12/22.OZ NR,0.8800000000000001
ROCO GRAVEL ROAD CHARD - 750ML,0.8800000000000001
WOLFGANG PUCK CHARD           241623 - 750ML,0.8800000000000001
DOM PERE CABOCHE CDP - 375ML,0.8800000000000001
FAILLA SONOMA COAST P/NOIR - 750ML,0.8899999999999999
TRINITY OAKS CHARD - 750ML,0.8899999999999999
L TRAMIER & FILS RED BURG - 750ML,0.8899999999999999
EPIC 3BBL BAPTIST 12/22OZ NR,0.8899999999999999
CASA L'ANGEL CAB - 750ML,0.8899999999999999
AGRICOLA DE BORJA TRES PICOS - 750ML,0.89
DUMANGIN BRUT 17 - 750ML,0.89
EPIC BIG BAD BAPTIST 22OZ NR,0.89
EMILE BEYER GEW TRAD - 750ML,0.89
ALLAN SCOTT VYDS S/BLC - 750ML,0.89
DREYER SONOMA CHARD - 750ML,0.89
BEREZIARTUA BASQUE COUNTRY CIDER - 750ML,0.89
PLANETA LA SEGRETA ROSSO - 750ML,0.89
CHOCO LOCO CHOCOLATE MOSCATO - 750ML,0.89
CH CAMBON LA PELOUSE '15 - 750ML,0.89
INSPIRATION ROSE 750ML,0.89
FIVEWISE MTGE RED - 750ML,0.89
SCHUG CARNEROS CHARD - 375ML,0.89
THREE OLIVES VODKA - TART - 750ML,0.89
MR RIGGS THE GAFFER SHZ - 750ML,0.89
CASTELMAURE LA BUVETTE - 750ML,0.89
EMILE BEYER RIES TRAD - 750ML,0.89
GAMBLE FAMILY VINEYARDS CAB/SAUV 750ML,0.89
HEAD TO HEAD RD BLEND - 750ML,0.89
POMEGRANTE RED S/S TOMAI - 750ML,0.89
COLUMBIA CREST RIES - 750ML,0.89
HUGEL GEW - 750ML,0.89
"SILGA VERDEJO, BODEGA ALVAREZ DIEZ - 750ML",0.89
LAGAR DE COSTA DOELAS ALBARINO - 750ML,0.89
BALDUCCI S/BLC - 750ML,0.89
BUNDINI MAL - 750ML,0.89
DON MANUEL VILLAFANE RES MAL - 750ML,0.89
BURLY CAB - 750ML,0.89
CHALONE EST GROWN P/NOIR - 750ML,0.89
HOGUE MERITAGE - 750ML,0.89
COPAIN LES VOISINS SYRAH-750ML,0.89
DUCKHORN MIGRATION PINOT NOIR 2016 - 750ML,0.89
VESA O SAUVIGNON BLANC - 750ML,0.89
ABARBANEL CHARD - 750ML,0.8999999999999999
STUHLMULLER CAB - 750ML,0.8999999999999999
MENAGE A TROIS LODI ZIN - 750ML,0.8999999999999999
VILLA DRIA GASCOGNE - 750ML,0.8999999999999999
CYT XPLORADOR MER - 750ML,0.8999999999999999
MT MONSTER SHZ - 750ML,0.9
STOWELL MER - 750ML,0.9
MOULINES LES CI GALES RSE - 750ML,0.9
CH CALLAC GRAVES BLC UNOAKED - 750ML,0.9
RIONDO PINK PROSECCO - 750ML,0.9
PIERRE ET PAUL DURDILLY BEAUJ - 750ML,0.9
LALANDE CHARD - 750ML,0.9
STANLEY BROTHERS T/BRED CAB - 750ML,0.9
KEDEM CREAM WHITE - 750ML,0.9
LORD CALVERT CANADIAN - 750ML,0.9
LA FERLA INZOLIA - 750ML,0.9
COTO DE HAYAS ROSADO - 750ML,0.9
THE BUTCHER'S DAUGHTER S/BLC KOS - 750ML,0.9
TISDALE SHZ - 750ML,0.9
VINHAS ALTAS RES RED - 750ML,0.9
RES DE L'AUBE WHITE - 750ML,0.9
ORLANDO ABRIGO BARBERA D'ALBA - 750ML,0.9
CH DE MYRAT SAUTERNE '10 - 750ML,0.9
WWE CHEESECAKE FACTORY MER - 750ML,0.9
COLUMBIA CREST TWO VN S/BLC - 750ML,0.9
ARCHIVIST P/NOIR - 750ML,0.9
TAMARI CAB - 750ML,0.9
CAD CAMPANILE P/GRIG - 750ML,0.9
GREEN & RED CHILES CANYON ZIN - 750ML,0.9
ROQUEVALE RED LABEL - 750ML,0.9
DON PASCUAL RES TANNAT - 750ML,0.9
CH MONTELENA CHARD - 750ML,0.9
RUTINI TRUMPETER TORRONTES - 750ML,0.9
TREFETHEN EST CAB - 375ML,0.9
PAUL MASSON BRANDY - PINEAPPLE - 375,0.9
PENLEY EST PHOENIX CAB - 750ML,0.9
ROSENBLUM DESIREE - 375ML,0.9
PASO CREEK MER - 750ML,0.9
CH HAUT BARADE PET VER - 750ML,0.9099999999999999
JAILLANCE CREMANT BORD - 750ML,0.9099999999999999
TANGLEY OAKS CAB WA STATE - 750ML,0.9099999999999999
TUACA LIQ - 50ML,0.91
MITTELBACK ZWEIGELT RSE - 750ML,0.91
VALDIVIESO SINGLE VYD CAB/FR - 750ML,0.91
EN FUEGO CAVA - 750ML,0.91
THORN MER - 750ML,0.91
CANALICCHIO BRUN 08 - 750ML,0.91
CH LA MISSION HAUT BRION '12 - 750ML,0.91
BOUZA TANNAT RES 12 - 750ML,0.91
ROUND HILL CAL CAB - 750ML,0.91
ARBOR MIST CRAN TWIST WH/MER - 750ML,0.91
CH MARQUIS D'ALESME '11 - 750ML,0.91
ALTOONA HILLS SHZ - 750ML,0.91
SHOCK TOP HONEY WHEAT APPLE 4/6NR - 12OZ,0.91
FRENESI SPARK MANGO - 750ML,0.91
NEW AMSTERDAM GIN - 375ML,0.92
PROVERB CAL S/BLC - 750ML,0.92
CH LABEGORCE '15 - 750ML,0.92
KAHLUA - WHITE RUSSIAN - 200ML,0.9299999999999999
CROWN ROYAL MAPLE - 375ML,0.9299999999999999
BALTIKA #6 PALE ALE NR 20/CS - 16.9OZ,0.9500000000000001
HOB NOB WICKED CHARD - 750ML,0.96
EVIL TWIN FALCO IPA - 6/4,0.96
CH LOUMELAT RED BORD - 375ML,0.96
PORTER CREEK P/NOIR RR VLY ESTATE - 750ML,0.96
CH LA CABANNE POMEROL '11 - 750ML,0.96
DE LISIO QUARTERBACK RED - 750ML,0.96
UINTA OAK JACK IMPERIAL PUMPKI NR - 750ML,0.96
SULA CH/BLC - 750ML,0.96
CLUNY SCOTCH - 750ML,0.96
ROGUE FRESH ROAST - 22.0Z,0.96
CH DE ROQUES LUSSAC ST EMILION - 750ML,0.96
ASTORIA P/GRIG - 750ML,0.96
EMINA VERDEJO 12 - 750ML,0.96
LAS PERDICES S/BLC - 750ML,0.96
GUY SAGET CHINON MARIE DE BEAUREGARD - 750ML,0.96
KWV ROODERBERG - 750ML,0.96
CANTINA DELL' ARETINO BIANCO VERGINE 14 - 750ML,0.96
THREE OLIVES VODKA - SMORES - 750ML,0.96
MONSARAZ TINTO - 750ML,0.96
MELVILLE SANTA RITA CHARD - 750ML,0.96
TEPERBERG MOSCATO WH - 750ML,0.96
MONTGRAVET CDL BLC - 750ML,0.96
BORGO REALE P/NOIR - 750ML,0.96
SHILOH BARB - 750ML,0.96
RUFFINO IL DUCALE - 750ML,0.96
KAHLUA PUMPKIN SPICE - 750ML,0.96
SEGALS RES MER - 750ML,0.9600000000000001
WOLFSCHMIDT VODKA - 750ML,0.9600000000000001
PENNYWISE MER 12 - 750ML,0.9600000000000001
PULENTA EST MALB - 750ML,0.9600000000000001
THANKSGIVING FARM FRANC BLC - 750ML,0.9600000000000001
IN SITU RESA S/BLC - 750ML,0.9600000000000001
YEALANDS P/NOIR - 750ML,0.97
GAUDRELLE CREMANT DE LOIRE BRUT - 750ML,0.97
ALMA BRAVA MER - 750ML,0.97
SUTTER HOME CHARD - 500ML,0.97
CHIMNEY ROCK S/BLC - 750ML,0.97
J & H SELBACH RIES KAB FISH LBL - 750ML,0.97
STERLING CELEBRATION RED - 750ML,0.97
DESTINOS RED - 750ML,0.97
ESTANCIA MOSCATO - 750ML,0.97
SANTINI ASTI SPUMANTE - 750ML,0.97
CORRALILLO PINOT NOIR 750ML,0.97
JULIA'S DAZZLE RSE - 750ML,0.97
CORTE GIARA CHARD - 750ML,0.97
JERUSALEM WHITE BLEND - 750ML,0.97
VANDENBERG SHZ ARI COLLECT - 750ML,0.97
ROGUE PUMPKIN PATCH 750ML,0.97
CH BIANCA WILLIAMETTE P/NOIR - 750ML,0.97
L'ESCALETTE CLAPAS - 750ML,0.97
BARKAN CLAS MER - 750ML,0.97
CH DE SOUR BORD RGE - 750ML,0.97
HET ANKER GOUDEN CAROLUS NOEL NR - 750ML,0.97
SOUTHERN RIGHTS S/BLC - 750ML,0.97
SOLA CHARD - 750ML,0.97
TERRE DI POGGIO MONT-ABRZ - 750ML,0.97
IN SITU SIGNATURE CAB/SANG - 750ML,0.97
HUSCH MENDOCINO CHENIN BLANC - 750ML,0.97
ROGUE BRUTAL BITTER NR - 12/22OZ,0.97
CORTE VIOLA P/GRIG - 750ML,0.97
DOM CHAVY BOURG RGE LA TAUPE - 750ML,0.97
IN SITU GRAN RESA CAB - 750ML,0.97
GABBIANO DARK KNIGHT RED BLEND - 750ML,0.97
EDOARDO MIROGLIO BRUT - 750ML,0.97
FEIPU DEI MASSARETTI ROSSESE - 750ML,0.97
HESS SELECT S/BLC - 750ML,0.97
BITTERMENS COMMONWEALTH CORDIAL - 375ML,0.97
RAMON BILBAO VALINAS ALBORINO 12 - 750ML,0.97
GREEN FLASH LE FREAK NR - 22OZ,0.97
FATTOI TOSCANO ROSSO - 750ML,0.97
MASCIARELLI TREBB - 750ML,0.97
BLUE CHAIR BAY WHITE RUM - 750ML,0.97
AIRFIELD EST BOMBSHELL RED 14 - 750ML,0.97
MARCO FELLUGA P/GRIG COLLIO - 750ML,0.97
MCWILLIAMS JACKS RED BLEND - 750ML,0.97
R MONDAVI NAPA CAB 12 RETRO LTD ED - 750ML,0.97
SAN POLO AUKA MAL - 750ML,0.97
TAPENA GARANCHA - 750ML,0.97
CH MARIS OLD SCHOOL ROSE 14 - 750ML,0.97
CH DE LA GRAVE RED - 750ML,0.97
EPIC IMPERIAL PUMPKIN PORTER 22OZ,0.97
SANTERO PASSION FRUIT MOSCATO - 750ML,0.97
COOPERATIVE HERCULES - 750ML,0.97
TAMARAL ROBLE - 750ML,0.97
KATANA EXTERA DRY - 180ML,0.97
THREE SAINTS CABERNET SAUVIGNON 750ML,0.97
SAM SMITH ORGANIC PEAR CIDER - 18.7OZ,0.97
DOM CHIROULET JAVA ROSE - 750ML,0.97
PRIMATERRA SANGIOVESE - 750ML,0.97
VERDI STRAW SPARKLETINI,0.97
BROOKLYN LOCAL #2 NR - 750ML,0.97
CHALONE ESTATE CHARD - 750ML,0.97
ABARBANEL CAB - 750ML,0.9700000000000001
ASTORIA PROSECCO - 750ML,0.9700000000000001
JEAN-LUC BALDES TRIGUEDINA MALBEC DU CLOS - 750ML,0.9700000000000001
FLORA SPRINGS TRILOGY RED - 750ML,0.9700000000000001
WOODWORK CAB - 750ML,0.9700000000000001
OLLYMPUS PRIMITIVO - 750ML,0.9700000000000001
HUEVOS MOSCATO ROSE - 750ML,0.9700000000000001
MOLO 8 LAMB - 750ML,0.9799999999999999
UNIBROUE MAUDITE 12/750,0.98
MANGANESE GAMAY ROSE - 750ML,0.98
LOUIS DE SACY GRAND CRU ROSE BRUT - 750ML,0.98
CH HAUT PIQUAT LUS ST EMIL - 750ML,0.98
ARROW BLACKBERRY - 750ML,0.98
BRILLO PROSECCO 750ML,0.98
GAMBLE FAMILY VINEYARDS SAUV/BLANC 750ML,0.98
HEBREW HOP MANNA IPA NR - 22OZ,0.98
HACIENDA MER - 750ML,0.98
NAVARRO CORREAS PRIVADA CAB - 750ML,0.98
MARTINI & ROSSI SPARK ROSE - 187ML,0.98
MOSCATO TERRE DE LA CANTINA BATASIOLO - 750ML,0.98
BEAR REPUBLIC BIG BEAR 3/4 NR - 22OZ,0.98
LEROUX BRANDY - CHERRY - 750ML,0.98
VICTORY WHITE MONKEY 12/750ML,0.98
BURGOZONE P/NOIR - 750ML,0.98
DAOU CHEMIN DE FLEURS - 750ML,0.98
FURQUE MAL - 750ML,0.98
STAGS LEAP NAPA CAB - 750ML,0.98
GREYSTONE CEL CHARD - 750ML,0.98
MAINE MEAN OLD TOM 12/16.9 OZ,0.98
LE ROC BLC COTES DU LANGUEDOC RGE - 750ML,0.98
MASSERIA SURANI ARTHEMIS - 750ML,0.98
INSITO SIGNATURE CHARDONNAY/VIOGNIER,0.98
HE'BREW LENNY'S RYE IPA NR - 22OZ,0.98
DELIRIUM NOEL 4/6NR - 11.2OZ,0.98
FONSECA SIROCO DRY WHITE PORT - 750ML,0.98
ESTANDON PROVANCE RSE 12 - 750ML,0.98
RESERVOIR RYE WHISKEY - 375ML,0.98
ATTEMS P/GRIG - 750ML,0.98
ELIZABETH SPENCER GREN - 750ML,0.98
100 MARIAS TINTO - 750ML,0.98
RED SCHOONER VOYAGE 3 RED BLEND - 750ML,0.98
TINTO NEGRO MAL CO FERMENT - 750ML,0.98
VERY GRAPEFRUIT ROSE 750ML,0.98
MIQUEL PONS CAVA BRUT - 750ML,0.98
RECANATI YASMIN RED - 750ML,0.98
PIRCAS NEGRAS TORRONTES - 750ML,0.98
CH LA ROCHE MEZIERES CASTILLON COTES DE BORDEAUX - 750ML,0.98
DYNAMITE MERLOT - 750ML,0.98
14 HANDS MOSCATO - 750ML,0.98
DOM WARDY S/BLC - 750ML,0.98
COTO DE HAYAS CHARD - 750ML,0.9800000000000001
VINACEOUS RED HAND SHZ - 750ML,0.9800000000000001
ARENAL CARM - 750ML,0.9800000000000001
BULLY HILL CHARD ELISE - 750ML,0.9899999999999999
PAPPY VAN WINKLE RYE 13YR - 750ML,0.99
MAS CARLOT GREN/SYR - 750ML,0.99
TEDESCHI MAUI BLC - 750ML,0.99
BULLETT 10YR - 750ML,0.99
